date,unique_by_day,unique_by_day_bots,regional_interests,time_interests,bad_requests,grade
2021-02-08,-0.06032345649864243,0.08875739644970414,0.1600652107623183,2.379875224750461,2.287659222095034,3.306709613549755
2021-02-09,0.05138710055015802,-0.1072463768115942,0.16643917970040678,2.9295130292434957,2.1692267181602736,3.650949953542133
2021-02-10,0.1037864342141106,-0.13574660633484162,0.1673037067410605,4.6249953605511,1.7283531704600823,4.94317469469836
2021-02-11,0.009512120282295183,0.1811764705882353,0.16970420444431164,4.017797177522088,1.4358637829686822,4.273887442818159
2021-02-12,-0.06394084384515007,-0.1888111888111888,0.16996321784109383,2.3871491437277546,1.449478700823666,2.805012500951188
2021-02-13,0.018176772582211738,0.2,0.18124853082750933,2.9997860611386815,1.4444415788727127,3.3404055610609404
2021-02-14,0.0094151212553495,-0.08602150537634409,0.17202991425594255,3.254351245233919,1.414725770097671,3.5537773800884573
2021-02-15,-0.11676418214194861,0.1952662721893491,0.15722359613254536,2.1720210084499683,1.5155480766556337,2.6629012907483935
2021-02-16,-0.027039007092198582,-0.5294117647058824,0.15940840619177937,2.5116554333749552,1.8867768449583753,3.1897897804010764
2021-02-17,0.02510784205287026,0.14359637774902975,0.1599536113277623,3.2882556172532618,2.3929943272875276,4.072576866805574
2021-02-18,0.09057164068299926,0.10887772194304858,0.16451691995382725,3.7764800090966224,2.094978139568589,4.324101994837691
2021-02-19,0.11195158850226929,0.16666666666666666,0.16666569399220563,3.5687985298585376,1.6193362806231781,3.9276788725610996
2021-02-20,0.011023079572855667,0.08882521489971347,0.1695937506753279,3.350425356223233,1.4211870376893272,3.64443358165204
2021-02-21,0.04381021632430467,0.15217391304347827,0.17105541111234113,3.486337806752276,1.3764754394103398,3.7554722907546947
2021-02-22,-0.18864723122011415,-0.1958762886597938,0.18318076477058196,2.0953446283659267,1.4131407964684304,2.5485184937828995
2021-02-23,0.09615931721194879,-0.13216957605985039,0.17780901389503798,2.2506117254551716,1.4825565571014587,2.705837862900449
2021-02-24,0.02732417138237672,0.011135857461024499,0.169114160079528,3.3449752646393396,1.4742610663272522,3.6594774803979755
2021-02-25,0.06440198159943383,-0.06526315789473684,0.16382154950682248,3.239516988177219,1.4093411261001054,3.537789863954762
2021-02-26,-0.032210834553440704,0.0326530612244898,0.16769555140953865,2.9392826429693946,1.383666104954978,3.2533275124854764
2021-02-27,-0.047136340598074,0.037199124726477024,0.15807032991925518,3.0054755324431515,1.4243434048473813,3.3301995660519883
2021-02-28,0.05015249068112504,0.13695090439276486,0.15443052001657123,3.232499433471642,1.4172848168938788,3.5359395424187485
2021-03-01,-0.17217956290608388,-0.10695187165775401,0.15937075176763965,2.8572172018105784,1.6875062578849351,3.328340585032682
2021-03-02,0.03480641376613219,-0.11914893617021277,0.15519533190881327,3.192068355836469,2.0692253685934943,3.8092633882208067
2021-03-03,0.0031161089283294947,-0.06571936056838366,0.14706518244849645,3.4967390143807546,1.9432153546685644,4.003651653389584
2021-03-04,0.10596723282729596,0.14068441064638784,0.15138770933374315,4.534725286943836,1.7396261682242988,4.862506763963205
2021-03-05,0.094186902133922,0.1385390428211587,0.15433308430429876,4.443921020914614,1.461725589360306,4.683690711239137
2021-03-06,-0.00925553319919517,0.03323262839879154,0.1549841111825214,3.9229932812035244,1.3395205992509363,4.148421611575867
2021-03-07,0.013538088502727823,-0.03903903903903904,0.16287253272472427,4.138763942361259,1.3487244094488189,4.3562207578999415
2021-03-08,-0.07344847219586259,-0.22767857142857142,0.1592788121088546,2.3844715745094147,1.4732952760996878,2.817606361819112
2021-03-09,-0.1306486320319705,-0.10277324632952692,0.15744747582842938,2.752261981757115,1.8617026255440632,3.330661164850147
2021-03-10,-0.08027006751687922,-0.03977272727272727,0.15606546342777822,2.8673447858858157,2.166985217622723,3.598593146910439
2021-03-11,0.10627400768245839,0.14018691588785046,0.15381398956879622,3.110101130861853,2.184522759350741,3.807817486407622
2021-03-12,0.19377458525739696,0.29577464788732394,0.1515065045297334,3.961237125609362,1.6239585603406368,4.298444651748923
2021-03-13,-0.036582873492744736,-0.07407407407407407,0.16114527624067188,3.493729452895368,1.2896024958313164,3.728540352794982
2021-03-14,0.016840417000801924,0.07739938080495357,0.15406464755027865,4.407194715816005,1.2977696721000038,4.597562567748003
2021-03-15,-0.11448176236908632,-0.22395833333333334,0.15184480623419025,2.497621537214095,1.3906938097216452,2.873754142183823
2021-03-16,-0.08522306210167482,-0.14855072463768115,0.15691901071108474,2.405499717473408,1.7082807902480033,2.959494215760845
2021-03-17,0.01342560553633218,-0.024615384615384615,0.1537142602641137,3.6438888135442955,1.983437577154144,4.151670091155206
2021-03-18,0.03604651162790698,0.1174496644295302,0.15434006556098273,4.309012977211753,1.9630549767590961,4.739207983415633
2021-03-19,0.1480006924009001,0.27053140096618356,0.15735551937895131,4.266501394018814,1.6061156024858383,4.571924504741064
2021-03-20,-0.06585689884228506,0.027210884353741496,0.15911522893414928,3.4618662474456126,1.3576901295845965,3.7226651236185355
2021-03-21,-0.0054896405170887196,-0.06840390879478828,0.15747015322927788,3.5428205325717825,1.3584398320190942,3.798215657815883
2021-03-22,-0.06627199473770762,-0.1524547803617571,0.1564796793969475,2.5262179288626445,1.4948980386658566,2.944251602278571
2021-03-23,-0.036409570515678405,0.09313725490196079,0.15423032670819936,3.3611552368610003,1.8035159052858167,3.818876974406137
2021-03-24,0.033185185185185186,-0.16099773242630386,0.15594887173297955,4.924255056171532,1.9152507252382927,5.2884605298436025
2021-03-25,-0.031175771971496437,-0.058823529411764705,0.1535117361492238,3.2913557766215993,1.9102837123033594,3.8092262599244346
2021-03-26,0.09592931524140107,0.09505703422053231,0.1483205942520684,5.425502178016132,1.682354052522199,5.683891828109718
2021-03-27,-0.1829459575074861,0.13333333333333333,0.18394045335737827,4.049087002580744,1.4640837779724456,4.315521747705347
2021-03-28,0.1442758620689655,-0.07142857142857142,0.18099026452464714,2.571433640283347,1.4648943763382964,2.969320046955734
2021-03-29,0.03468979319546364,-0.0728476821192053,0.15268875265921536,3.7919083080702185,1.4817557307108251,4.07479971091059
2021-03-30,0.8622908622908623,0.5428571428571428,0.16908366190687935,3.494087734763,1.4802417110598711,3.9327589952662834
2021-03-31,-0.7371007371007371,-0.4262948207171315,0.17888273557592663,2.95346092668223,1.4653342308289754,3.4098650497299197
